id,question,answer,description,tag,cues_facial,cues_hands,cues_posture,cues_legs
INT-1551,"Who facilitated the illegal wire transfers in the fraud scheme in Kuala Lumpur, and how were the funds laundered?","I don’t know anything about transfers. I’m just a teller, I process transactions.","Advanced tactic: Financial probe in a Malaysian laundering case. Setting: modern police station, smell of nasi lemak. Male suspect, evasive tone, typical of Kuala Lumpur’s polite demeanor.",culprit,"Tense, rapid blinking",Hidden under table,"Rigid, leaning away","Crossed, twitching"
INT-1552,"Can you provide a detailed alibi for the time of the physical assault at the market in Mexico City, and who can verify it?","I was at a taco stand with my colleagues, eating. They can confirm, we were there for hours.","Basic tactic: Alibi verification in a Mexican assault case. Setting: lively police station, smell of tacos. Female suspect, cooperative tone, typical of Mexico City’s vibrant energy.",genuine,"Calm, steady eye contact",Resting on table,"Upright, engaged","Still, feet flat"
INT-1553,"Did you have any role in the burglary at the jewelry store in São Paulo, and if so, what items were targeted?","No, I wasn’t involved. I’m just a security guard, I patrol areas, not rob them.","Intermediate tactic: Probing involvement in a Brazilian burglary case. Setting: humid police station, faint samba music. Male suspect, defensive tone, typical of São Paulo’s energetic culture.",culprit,"Quick glance away, tense lips",Fidgeting with sleeve,"Slouched, defensive",Shuffling on tiled floor
INT-1554,"What was your involvement in the murder in Jakarta, and how did you communicate with the other conspirators?","I don’t know anything about a murder. I’m just a bartender, I serve drinks, nothing else.","Advanced tactic: Conspiracy probe in an Indonesian murder case. Setting: humid police station, smell of street food. Female suspect, evasive tone, reflecting Jakarta’s bustling culture.",culprit,"Neutral, controlled blinking","Steady, minimal movement",Overly composed,"Still, aligned"
INT-1555,"Can you confirm your whereabouts during the fraud incident at the corporate office in Berlin, and who can verify your story?","I was at a client meeting, discussing a new project. My boss and the client can confirm.","Basic tactic: Alibi verification in a German fraud case. Setting: orderly police station, faint traffic noise. Male suspect, cooperative tone, typical of Berlin’s straightforward demeanor.",genuine,"Relaxed, open expression",Gesturing naturally,"Upright, attentive","Relaxed, uncrossed"
INT-1556,"Did you tamper with the evidence in the molestation case in London, and if so, what was your motive?","No, I didn’t touch any evidence. I’m just a bystander, I wasn’t even involved.","Intermediate tactic: Evidence probe in a UK molestation case. Setting: formal police station, faint city hum. Female suspect, defensive tone, reflecting London’s reserved demeanor.",culprit,"Avoids eye contact, furrowed brow",Rubbing hands together,"Slouched, defensive",Tapping foot on tiled floor
INT-1557,"Who provided the stolen credit card details in the fraud scheme in Cairo, and how were they distributed?","I don’t know anything about stolen cards. I’m just a cashier, I scan items, that’s it.","Advanced tactic: Probing a fraud network in an Egyptian case. Setting: noisy police station, smell of shawarma. Male suspect, evasive tone, typical of Cairo’s vibrant demeanor.",culprit,"Tense, rapid blinking",Hidden under table,"Rigid, leaning away","Crossed, twitching"
INT-1558,"Can you explain why you were near the scene of the physical assault in Kuala Lumpur, and what did you witness?","I was just shopping at a nearby market, didn’t see any assault. I was focused on my errands.","Basic tactic: Witness check in a Malaysian assault case. Setting: modern police station, smell of nasi lemak. Female suspect, cooperative tone, typical of Kuala Lumpur’s polite demeanor.",genuine,"Calm, steady eye contact",Resting on table,"Upright, engaged","Still, feet flat"
INT-1559,"Did you participate in the burglary at the electronics store in Shanghai, and if so, what items were taken?","No, I wasn’t involved. I’m just a stock clerk, I organize inventory, not steal it.","Intermediate tactic: Probing involvement in a Chinese burglary case. Setting: modern police station, city noise. Male suspect, defensive tone, reflecting Shanghai’s professional caution.",culprit,"Quick glance away, tense lips",Fidgeting with sleeve,"Slouched, defensive",Shuffling on tiled floor
INT-1560,"What was your role in the murder plot in São Paulo, and who else was involved?","I don’t know anything about a plot. I’m just a driver, I drop off packages, nothing else.","Advanced tactic: Conspiracy probe in a Brazilian murder case. Setting: humid police station, faint samba music. Female suspect, evasive tone, typical of São Paulo’s energetic culture.",culprit,"Neutral, controlled blinking","Steady, minimal movement",Overly composed,"Still, aligned"
INT-1561,"Can you provide a detailed alibi for the time of the fraud incident at the bank in Mexico City, and who can verify it?","I was at a café with my colleagues, having lunch. They can confirm, we were there for an hour.","Basic tactic: Alibi verification in a Mexican fraud case. Setting: lively police station, smell of tacos. Male suspect, cooperative tone, typical of Mexico City’s vibrant energy.",genuine,"Relaxed, open expression",Gesturing naturally,"Upright, attentive","Relaxed, uncrossed"
INT-1562,"Did you witness or participate in the molestation incident at the subway in Jakarta, and what exactly did you see or do?","I was just commuting to work, didn’t see anything like that. I was focused on my phone.","Intermediate tactic: Witness probe in an Indonesian molestation case. Setting: humid police station, smell of street food. Female suspect, defensive tone, reflecting Jakarta’s bustling culture.",culprit,"Avoids eye contact, furrowed brow",Rubbing hands together,"Slouched, defensive",Tapping foot on tiled floor
INT-1563,"Who orchestrated the burglary at the mansion in Cairo, and what specific items were targeted?","I don’t know anything about a burglary. I’m just a cleaner, I work in homes, not rob them.","Advanced tactic: Direct accusation in an Egyptian burglary case. Setting: noisy police station, smell of shawarma. Male suspect, evasive tone, typical of Cairo’s vibrant demeanor.",culprit,"Tense jaw, microexpression of fear",Clasping tightly,"Leaning back, rigid","Crossed, twitching"
INT-1564,"Can you confirm your whereabouts during the physical assault at the bar in Shanghai, and who can verify your alibi?","I was at home, watching a movie with my roommate. He can confirm, we were together all night.","Basic tactic: Alibi verification in a Chinese assault case. Setting: modern police station, city noise. Female suspect, cooperative tone, reflecting Shanghai’s professional caution.",genuine,"Calm, steady eye contact",Resting on table,"Upright, engaged","Still, feet flat"
INT-1565,"Did you tamper with the financial records in the fraud case in Kuala Lumpur, and if so, what was your motive?","No, I didn’t touch any records. I’m just a junior accountant, I don’t have access.","Intermediate tactic: Financial probe in a Malaysian fraud case. Setting: modern police station, smell of nasi lemak. Male suspect, defensive tone, typical of Kuala Lumpur’s polite demeanor.",culprit,"Quick glance away, tense lips",Fidgeting with pen,"Slouched, defensive",Shuffling on tiled floor
INT-1566,"What was your involvement in the murder in Berlin, and how did you communicate with the other conspirators?","I don’t know anything about a murder. I’m just a bartender, I serve drinks, nothing else.","Advanced tactic: Conspiracy probe in a German murder case. Setting: orderly police station, faint traffic noise. Female suspect, evasive tone, typical of Berlin’s straightforward demeanor.",culprit,"Neutral, controlled blinking","Steady, minimal movement",Overly composed,"Still, aligned"
INT-1567,"Can you explain your presence at the scene of the burglary in Mexico City, and what were you doing?",I was just buying tacos at a nearby stand. Didn’t know about any burglary.,"Basic tactic: Alibi check in a Mexican burglary case. Setting: lively police station, smell of tacos. Male suspect, cooperative tone, typical of Mexico City’s vibrant energy.",genuine,"Relaxed, open expression",Gesturing naturally,"Upright, attentive","Relaxed, uncrossed"
INT-1568,"Did you participate in the molestation incident at the train station in São Paulo, and what exactly did you do?","No, I was just catching a train to work. I didn’t see anything, I was in a hurry.","Intermediate tactic: Probing involvement in a Brazilian molestation case. Setting: humid police station, faint samba music. Female suspect, defensive tone, typical of São Paulo’s energetic culture.",culprit,"Avoids eye contact, slight smirk",Rubbing neck,"Slouched, defensive",Tapping foot on tiled floor
